Timestamp,Raw Data
2026-02-28 14:34:05.479,+2.4954782
2026-02-28 14:34:07.481,+2.4954779
2026-02-28 14:34:09.483,+2.4954788
2026-02-28 14:34:11.476,+2.4954792
2026-02-28 14:34:13.478,+2.4954779
2026-02-28 14:34:15.481,+2.4954764
2026-02-28 14:34:17.482,+2.4954777
2026-02-28 14:34:19.475,+2.4954759
2026-02-28 14:34:21.477,+2.4954742
2026-02-28 14:34:23.480,+2.4954734
2026-02-28 14:34:25.498,+2.4954737
2026-02-28 14:34:27.474,+2.4954736
2026-02-28 14:34:29.477,+2.4954734
2026-02-28 14:34:31.479,+2.4954741
2026-02-28 14:34:33.481,+2.4954749
2026-02-28 14:34:35.483,+2.4954756
2026-02-28 14:34:37.476,+2.4954759
2026-02-28 14:34:39.478,+2.4954770
2026-02-28 14:34:41.480,+2.4954771
2026-02-28 14:34:43.482,+2.4954769
2026-02-28 14:34:45.475,+2.4954788
2026-02-28 14:34:47.477,+2.4954782
2026-02-28 14:34:49.479,+2.4954795
2026-02-28 14:34:51.482,+2.4954801
2026-02-28 14:34:53.474,+2.4954811
2026-02-28 14:34:55.476,+2.4954801
2026-02-28 14:34:57.478,+2.4954798
2026-02-28 14:34:59.481,+2.4954793
2026-02-28 14:35:01.473,+2.4954798
2026-02-28 14:35:03.475,+2.4954777
2026-02-28 14:35:05.478,+2.4954790
2026-02-28 14:35:07.480,+2.4954781
2026-02-28 14:35:09.482,+2.4954776
2026-02-28 14:35:11.474,+2.4954766
2026-02-28 14:35:13.476,+2.4954758
2026-02-28 14:35:15.479,+2.4954765
2026-02-28 14:35:17.481,+2.4954791
2026-02-28 14:35:19.474,+2.4954805
2026-02-28 14:35:21.475,+2.4954812
2026-02-28 14:35:23.478,+2.4954816
2026-02-28 14:35:25.481,+2.4954816
2026-02-28 14:35:27.472,+2.4954825
2026-02-28 14:35:29.474,+2.4954846
2026-02-28 14:35:31.478,+2.4954790
2026-02-28 14:35:33.480,+2.4954737
2026-02-28 14:35:35.472,+2.4954738
2026-02-28 14:35:37.474,+2.4954752
2026-02-28 14:35:39.476,+2.4954791
2026-02-28 14:35:41.479,+2.4954806
2026-02-28 14:35:43.483,+2.4954830
2026-02-28 14:35:45.473,+2.4954834
2026-02-28 14:35:47.475,+2.4954855
2026-02-28 14:35:49.478,+2.4954857
2026-02-28 14:35:51.481,+2.4954860
2026-02-28 14:35:53.472,+2.4954851
2026-02-28 14:35:55.475,+2.4954861
2026-02-28 14:35:57.477,+2.4954872
2026-02-28 14:35:59.479,+2.4954878
2026-02-28 14:36:01.471,+2.4954891
2026-02-28 14:36:03.473,+2.4954899
2026-02-28 14:36:05.476,+2.4954899
2026-02-28 14:36:07.478,+2.4954943
2026-02-28 14:36:09.477,+2.4954938
2026-02-28 14:36:11.473,+2.4954947
2026-02-28 14:36:13.475,+2.4954951
2026-02-28 14:36:15.478,+2.4954946
2026-02-28 14:36:17.469,+2.4954948
2026-02-28 14:36:19.472,+2.4954951
2026-02-28 14:36:21.474,+2.4954952
2026-02-28 14:36:23.476,+2.4954938
2026-02-28 14:36:25.479,+2.4954951
2026-02-28 14:36:27.472,+2.4954955
2026-02-28 14:36:29.474,+2.4954956
2026-02-28 14:36:31.476,+2.4954935
2026-02-28 14:36:33.478,+2.4954933
2026-02-28 14:36:35.470,+2.4954918
2026-02-28 14:36:37.473,+2.4954931
2026-02-28 14:36:39.475,+2.4954927
2026-02-28 14:36:41.477,+2.4954925
2026-02-28 14:36:43.469,+2.4954924
2026-02-28 14:36:45.471,+2.4954947
2026-02-28 14:36:47.474,+2.4954940
2026-02-28 14:36:49.477,+2.4954941
2026-02-28 14:36:51.469,+2.4954922
2026-02-28 14:36:53.471,+2.4954918
2026-02-28 14:36:55.473,+2.4954921
2026-02-28 14:36:57.475,+2.4954926
2026-02-28 14:36:59.478,+2.4954917
2026-02-28 14:37:01.470,+2.4954903
2026-02-28 14:37:03.473,+2.4954918
2026-02-28 14:37:05.475,+2.4954917
2026-02-28 14:37:07.477,+2.4954925
2026-02-28 14:37:09.469,+2.4954919
2026-02-28 14:37:11.471,+2.4954931
2026-02-28 14:37:13.474,+2.4954944
2026-02-28 14:37:15.476,+2.4954942
2026-02-28 14:37:17.468,+2.4954952
2026-02-28 14:37:19.471,+2.4954957
2026-02-28 14:37:21.473,+2.4954955
2026-02-28 14:37:23.475,+2.4954951
2026-02-28 14:37:25.467,+2.4954951
2026-02-28 14:37:27.469,+2.4955025
2026-02-28 14:37:29.472,+2.4955048
2026-02-28 14:37:31.475,+2.4955057
2026-02-28 14:37:33.476,+2.4955055
2026-02-28 14:37:35.469,+2.4955065
2026-02-28 14:37:37.471,+2.4955070
2026-02-28 14:37:39.474,+2.4955055
2026-02-28 14:37:41.476,+2.4955050
2026-02-28 14:37:43.468,+2.4955053
2026-02-28 14:37:45.471,+2.4955017
2026-02-28 14:37:47.473,+2.4955015
2026-02-28 14:37:49.475,+2.4955007
2026-02-28 14:37:51.467,+2.4955014
2026-02-28 14:37:53.469,+2.4955012
2026-02-28 14:37:55.472,+2.4954995
2026-02-28 14:37:57.474,+2.4954988
2026-02-28 14:37:59.466,+2.4955009
2026-02-28 14:38:01.468,+2.4955009
2026-02-28 14:38:03.471,+2.4955029
2026-02-28 14:38:05.473,+2.4955061
2026-02-28 14:38:07.475,+2.4955026
2026-02-28 14:38:09.468,+2.4955040
2026-02-28 14:38:11.470,+2.4955038
2026-02-28 14:38:13.472,+2.4955027
2026-02-28 14:38:15.475,+2.4955028
2026-02-28 14:38:17.467,+2.4955043
2026-02-28 14:38:19.469,+2.4955043
2026-02-28 14:38:21.471,+2.4955039
2026-02-28 14:38:23.474,+2.4955041
2026-02-28 14:38:25.466,+2.4955033
2026-02-28 14:38:27.468,+2.4955040
2026-02-28 14:38:29.470,+2.4955048
2026-02-28 14:38:31.473,+2.4955049
2026-02-28 14:38:33.465,+2.4955049
2026-02-28 14:38:35.468,+2.4955036
2026-02-28 14:38:37.470,+2.4955045
2026-02-28 14:38:39.472,+2.4955052
2026-02-28 14:38:41.474,+2.4955052
2026-02-28 14:38:43.467,+2.4955054
2026-02-28 14:38:45.469,+2.4955047
2026-02-28 14:38:47.471,+2.4955051
2026-02-28 14:38:49.473,+2.4955035
2026-02-28 14:38:51.466,+2.4955037
2026-02-28 14:38:53.468,+2.4955051
2026-02-28 14:38:55.470,+2.4955053
2026-02-28 14:38:57.473,+2.4955047
2026-02-28 14:38:59.465,+2.4955058
2026-02-28 14:39:01.467,+2.4955039
2026-02-28 14:39:03.469,+2.4955032
2026-02-28 14:39:05.471,+2.4955032
2026-02-28 14:39:07.464,+2.4955041
2026-02-28 14:39:09.466,+2.4955038
2026-02-28 14:39:11.468,+2.4955053
2026-02-28 14:39:13.471,+2.4955061
2026-02-28 14:39:15.473,+2.4955059
2026-02-28 14:39:17.466,+2.4955059
2026-02-28 14:39:19.467,+2.4955063
2026-02-28 14:39:21.470,+2.4955049
2026-02-28 14:39:23.472,+2.4955052
2026-02-28 14:39:25.464,+2.4955060
2026-02-28 14:39:27.467,+2.4955055
2026-02-28 14:39:29.469,+2.4955057
2026-02-28 14:39:31.471,+2.4955063
2026-02-28 14:39:33.463,+2.4955066
2026-02-28 14:39:35.466,+2.4955045
2026-02-28 14:39:37.468,+2.4955054
2026-02-28 14:39:39.470,+2.4955068
2026-02-28 14:39:41.462,+2.4955055
2026-02-28 14:39:43.465,+2.4955052
2026-02-28 14:39:45.467,+2.4955074
2026-02-28 14:39:47.469,+2.4955062
2026-02-28 14:39:49.472,+2.4955065
2026-02-28 14:39:51.464,+2.4955063
2026-02-28 14:39:53.467,+2.4955056
2026-02-28 14:39:55.469,+2.4955056
2026-02-28 14:39:57.471,+2.4955064
2026-02-28 14:39:59.463,+2.4955064
2026-02-28 14:40:01.465,+2.4955061
2026-02-28 14:40:03.468,+2.4955062
2026-02-28 14:40:05.470,+2.4955046
2026-02-28 14:40:07.463,+2.4955065
2026-02-28 14:40:09.473,+2.4955056
2026-02-28 14:40:11.467,+2.4955050
2026-02-28 14:40:13.470,+2.4955049
2026-02-28 14:40:15.461,+2.4955038
2026-02-28 14:40:17.464,+2.4955050
2026-02-28 14:40:19.466,+2.4955048
2026-02-28 14:40:21.468,+2.4955043
2026-02-28 14:40:23.470,+2.4955050
2026-02-28 14:40:25.463,+2.4955048
2026-02-28 14:40:27.466,+2.4955062
2026-02-28 14:40:29.467,+2.4955057
2026-02-28 14:40:31.470,+2.4955037
2026-02-28 14:40:33.463,+2.4955035
2026-02-28 14:40:35.464,+2.4955046
2026-02-28 14:40:37.467,+2.4955049
2026-02-28 14:40:39.469,+2.4955043
2026-02-28 14:40:41.461,+2.4955043
2026-02-28 14:40:43.463,+2.4955052
2026-02-28 14:40:45.466,+2.4955058
2026-02-28 14:40:47.469,+2.4955045
2026-02-28 14:40:49.461,+2.4955049
2026-02-28 14:40:51.463,+2.4955060
2026-02-28 14:40:53.465,+2.4955055
2026-02-28 14:40:55.468,+2.4955048
2026-02-28 14:40:57.460,+2.4955043
2026-02-28 14:40:59.462,+2.4955040
2026-02-28 14:41:01.464,+2.4955051
2026-02-28 14:41:03.466,+2.4955058
2026-02-28 14:41:05.469,+2.4955076
2026-02-28 14:41:07.461,+2.4955078
2026-02-28 14:41:09.463,+2.4955070
2026-02-28 14:41:11.466,+2.4955102
2026-02-28 14:41:13.468,+2.4955088
2026-02-28 14:41:15.460,+2.4955079
2026-02-28 14:41:17.462,+2.4955080
2026-02-28 14:41:19.464,+2.4955074
2026-02-28 14:41:21.467,+2.4955084
2026-02-28 14:41:23.459,+2.4955093
2026-02-28 14:41:25.462,+2.4955087
2026-02-28 14:41:27.463,+2.4955096
2026-02-28 14:41:29.466,+2.4955102
2026-02-28 14:41:31.458,+2.4955107
2026-02-28 14:41:33.460,+2.4955089
2026-02-28 14:41:35.463,+2.4955072
2026-02-28 14:41:37.465,+2.4955096
2026-02-28 14:41:39.468,+2.4955088
2026-02-28 14:41:41.460,+2.4955087
2026-02-28 14:41:43.462,+2.4955081
2026-02-28 14:41:45.464,+2.4955082
2026-02-28 14:41:47.466,+2.4955068
2026-02-28 14:41:49.458,+2.4955076
2026-02-28 14:41:51.461,+2.4955083
2026-02-28 14:41:53.463,+2.4955068
2026-02-28 14:41:55.466,+2.4955071
2026-02-28 14:41:57.458,+2.4955077
2026-02-28 14:41:59.461,+2.4955084
2026-02-28 14:42:01.462,+2.4955077
2026-02-28 14:42:03.465,+2.4955067
2026-02-28 14:42:05.457,+2.4955068
2026-02-28 14:42:07.459,+2.4955087
2026-02-28 14:42:09.462,+2.4955079
2026-02-28 14:42:11.464,+2.4955056
2026-02-28 14:42:13.467,+2.4955071
2026-02-28 14:42:15.459,+2.4955064
2026-02-28 14:42:17.460,+2.4955066
2026-02-28 14:42:19.463,+2.4955065
2026-02-28 14:42:21.465,+2.4955062
2026-02-28 14:42:23.457,+2.4955064
2026-02-28 14:42:25.460,+2.4955073
2026-02-28 14:42:27.462,+2.4955066
2026-02-28 14:42:29.465,+2.4955064
2026-02-28 14:42:31.456,+2.4955062
2026-02-28 14:42:33.459,+2.4955057
2026-02-28 14:42:35.461,+2.4955053
2026-02-28 14:42:37.464,+2.4955046
2026-02-28 14:42:39.456,+2.4955063
2026-02-28 14:42:41.458,+2.4955059
2026-02-28 14:42:43.460,+2.4955066
2026-02-28 14:42:45.463,+2.4955060
2026-02-28 14:42:47.465,+2.4955076
2026-02-28 14:42:49.457,+2.4955079
2026-02-28 14:42:51.460,+2.4955076
2026-02-28 14:42:53.462,+2.4955086
2026-02-28 14:42:55.464,+2.4955069
2026-02-28 14:42:57.456,+2.4955074
2026-02-28 14:42:59.459,+2.4955076
